properties_coddep,properties_codtypbien,properties_anneemut,properties_valeurfonc,properties_sterr,properties_sbati,id
06,2313,2015,2253550.0,106085.0,0.0,33
06,2313,2016,5184293.46,101909.0,0.0,53
06,2313,2017,7141256.6,123076.0,0.0,49
06,2313,2018,3391779.1,97464.0,0.0,42
06,2313,2019,2486476.5,224896.0,0.0,40
06,2313,2020,5157966.0,117442.0,0.0,45
06,2313,2021,8040560.0,281285.0,0.0,70
06,2313,2022,7460938.12,213523.0,0.0,63
06,2313,2023,2540940.4,169899.0,0.0,51
06,2319,2021,2700.0,11176.0,0.0,1
06,2319,2022,20000.0,4360.0,0.0,1
07,14,2014,16144689.350000001,630941.0,83778.0,57
07,14,2015,12676631.0,640800.0,44536.0,66
07,14,2016,77579671.23,4680256.0,23367.0,60
07,14,2017,20487951.38,822333.0,45495.0,102
07,14,2018,24804500.2,482861.0,78656.0,75
07,14,2019,22521597.95,621706.0,70919.0,86
07,14,2020,15760152.7,781966.0,56795.0,68
07,14,2021,67530239.42,1007378.0,142584.0,110
07,14,2022,45345539.4,513376.0,161293.0,85
07,14,2023,23457986.04,307778.0,94524.0,103
07,20,2014,6005302.89,1725410.0,0.0,138
07,20,2015,4712471.17,2100577.0,0.0,155
07,20,2016,6356180.26,2758609.0,0.0,160
07,20,2017,7317061.22,3149325.0,0.0,185
07,20,2018,13021654.43,3527992.0,0.0,181
07,20,2019,10224949.94,7976075.0,0.0,197
07,20,2020,9387958.96,4355227.0,0.0,166
07,20,2021,8237039.27,3538546.0,0.0,187
07,20,2022,11787248.91,3539610.0,0.0,231
07,20,2023,9819362.5,4652604.0,0.0,178
07,21,2014,7160783.19,158265.0,0.0,97
07,21,2015,16098427.469999999,283845.0,0.0,206
07,21,2016,11921515.91,203495.0,0.0,139
07,21,2017,17152657.8,287238.0,0.0,213
07,21,2018,14172638.14,333851.0,0.0,183
07,21,2019,11441191.13,231278.0,0.0,162
07,21,2020,15019665.56,270883.0,0.0,186
07,21,2021,20815550.4,334999.0,0.0,231
07,21,2022,20635127.82,520350.0,0.0,230
07,21,2023,11829667.47,155909.0,0.0,127
07,101,2014,1261073.58,2632.0,0.0,5
07,101,2015,688000.0,709.0,0.0,2
07,101,2016,776520.0,472.0,0.0,5
07,101,2017,3888750.0,2618.0,0.0,12
07,101,2018,2542347.0,4541.0,0.0,9
07,101,2019,1624400.0,732.0,0.0,9
07,101,2020,786540.0,1237.0,0.0,4
07,101,2021,2768172.0,3684.0,0.0,9
07,101,2022,3441434.0,1100.0,0.0,14
07,101,2023,2002011.0,390.0,0.0,8
07,102,2014,482033.0,293.0,0.0,8
07,102,2015,911600.0,1511.0,457.0,6
07,102,2016,1958066.0,10551.0,999.0,14
07,102,2017,2744951.0,44865.0,1586.0,23
07,102,2018,1316268.18,13656.0,1169.0,14
07,102,2019,15841467.87,73012.0,1760.0,24
07,102,2020,3094066.0,43010.0,1954.0,24
07,102,2021,1522077.0,3521.0,726.0,17
07,102,2022,2035686.0,6840.0,765.0,22
07,102,2023,4860525.0,59506.0,1340.0,32
07,110,2015,86050.8,15360.0,8.0,2
07,110,2020,7950.0,206.0,8.0,1
07,111,2014,155798571.84,5764462.0,91960.0,981
07,111,2015,162938007.03,6903793.0,97122.0,1024
07,111,2016,187555566.99,8467639.0,108839.0,1123
07,111,2017,225489370.71,7988406.0,126655.0,1304
07,111,2018,230272485.9,9156473.0,128655.0,1326
07,111,2019,245945050.09,10593211.0,135267.0,1426
07,111,2020,273754984.85,9819096.0,146255.0,1519
07,111,2021,363195259.15,12186855.0,186158.0,1904
07,111,2022,358767499.55,7783729.0,162602.0,1672
07,111,2023,281391301.39,8367416.0,127214.0,1357
07,112,2014,10032518.54,3647563.0,8781.0,53
07,112,2015,6603920.0,931904.0,6907.0,32
07,112,2016,11281685.0,594905.0,8343.0,55
07,112,2017,10274661.0,2428191.0,8329.0,55
07,112,2018,11836850.0,2388514.0,8656.0,57
07,112,2019,16025024.0,1274145.0,13579.0,65
07,112,2020,14788085.2,1386561.0,12493.0,74
07,112,2021,25053212.0,972518.0,18870.0,106
07,112,2022,23070184.17,2465997.0,15835.0,88
07,112,2023,15785981.0,998205.0,9319.0,61
07,120,2014,3459704.0,73835.0,5617.0,21
07,120,2015,3955860.0,62448.0,5797.0,28
07,120,2016,2466308.0,6598.0,3845.0,18
07,120,2017,2846910.0,64235.0,4683.0,23
07,120,2018,3084937.0,25966.0,5396.0,23
07,120,2019,6921270.0,73266.0,7878.0,36
07,120,2020,6172862.0,104644.0,8101.0,35
07,120,2021,7147400.0,163942.0,6984.0,35
07,120,2022,9595960.28,57572.0,9479.0,47
07,120,2023,9577015.0,1411422.0,5972.0,29
07,121,2014,10297761.0,31295.0,7039.0,105
07,121,2015,11772121.379999999,11473.0,9356.0,127
07,121,2016,11233041.0,122510.0,8418.0,116
07,121,2017,17377460.0,1933631.0,10986.0,155
07,121,2018,9398243.0,1900898.0,7128.0,109
07,121,2019,13846626.0,26526.0,9885.0,147
07,121,2020,13752109.9,79787.0,9500.0,142
07,121,2021,16072843.0,44970.0,11615.0,165
07,121,2022,17112936.33,177575.0,10998.0,153
07,121,2023,16442991.0,77875.0,9266.0,136
07,122,2014,6283320.0,79578.0,5579.0,42
07,122,2015,5630630.0,253805.0,5257.0,40
07,122,2016,6584970.0,155323.0,6998.0,55
07,122,2017,7105260.0,84391.0,6647.0,52
07,122,2018,8829806.0,210869.0,7929.0,60
07,122,2019,10105380.0,283881.0,8983.0,72
07,122,2020,9075694.5,144138.0,8545.0,64
07,122,2021,11521845.0,283842.0,9551.0,70
07,122,2022,13894137.5,180038.0,11356.0,79
07,122,2023,9723977.0,93954.0,7799.0,61
07,131,2014,427991.8,26594.0,0.0,19
07,131,2015,1305650.0,70522.0,0.0,23
07,131,2016,866210.0,36236.0,0.0,17
07,131,2017,1021343.0,88792.0,0.0,37
07,131,2018,1659750.0,282358.0,0.0,37
07,131,2019,1159403.5,101093.0,0.0,27
07,131,2020,533000.0,87165.0,0.0,18
07,131,2021,1973207.0,327275.0,0.0,40
07,131,2022,1370250.0,80399.0,0.0,31
07,131,2023,1068181.0,371861.0,0.0,28
07,132,2015,88000.0,957.0,0.0,2
07,132,2016,74500.0,1705.0,0.0,6
07,132,2017,174001.0,731.0,0.0,7
07,132,2018,377750.0,923.0,0.0,7
07,132,2019,40000.0,5362.0,0.0,1
07,132,2020,349400.0,6434.0,0.0,7
07,132,2021,551500.0,6856.0,0.0,6
07,132,2022,553270.0,22491.0,0.0,5
07,132,2023,368000.0,2507.0,0.0,6
07,151,2014,1633361.0,768019.0,2956.0,11
07,151,2015,1819285.0,33787.0,1807.0,12
07,151,2016,2906120.0,51225.0,2739.0,17
07,151,2017,6073682.0,264226.0,7710.0,29
07,151,2018,5868818.6,122474.0,4622.0,22
07,151,2019,2448880.0,40918.0,2666.0,13
07,151,2020,3643260.0,419799.0,2975.0,17
07,151,2021,6944387.0,236151.0,5100.0,29
07,151,2022,8333683.97,97636.0,6055.0,30
07,151,2023,3821276.0,167472.0,2871.0,18
07,152,2014,7416485.0,502928.0,10232.0,45
07,152,2015,7975208.0,512589.0,25304.0,41
07,152,2016,16640314.620000001,787841.0,29144.0,50
07,152,2017,14642388.0,450784.0,101829.0,63
07,152,2018,18566971.0,458624.0,147368.0,77
07,152,2019,14491594.0,357724.0,46774.0,72
07,152,2020,12127896.0,1250178.0,18996.0,68
07,152,2021,23020250.0,812851.0,29927.0,87
07,152,2022,23533759.0,2121049.0,102253.0,89
07,152,2023,27065690.0,716907.0,113765.0,83
07,221,2014,444744.0,21580.0,0.0,22
07,221,2015,529995.54,9232.0,0.0,24
07,221,2016,318968.5,12126.0,0.0,27
07,221,2017,649145.0,10229.0,0.0,22
07,221,2018,559895.0,16935.0,0.0,33
07,221,2019,1044584.0,15088.0,0.0,29
07,221,2020,1053162.5,21603.0,0.0,35
07,221,2021,544200.56,12700.0,0.0,34
07,221,2022,1359797.66,16943.0,0.0,34
07,221,2023,1192795.24,23924.0,0.0,38
07,222,2019,1000.0,4990.0,0.0,1
07,223,2015,7160.0,38500.0,0.0,1
07,223,2018,9800.0,251.0,0.0,1
07,223,2019,20140.0,2014.0,0.0,2
07,223,2020,85000.0,5841.0,0.0,1
07,223,2021,132000.0,1265.0,0.0,2
07,223,2022,54550.0,21820.0,0.0,1
07,223,2023,36999.0,3847.0,0.0,2
07,229,2014,4937318.07,151145.0,0.0,214
07,229,2015,3432006.76,62116.0,0.0,141
07,229,2016,4417282.3,65739.0,0.0,189
07,229,2017,8002042.75,127446.0,0.0,241
07,229,2018,4445798.41,82550.0,0.0,201
07,229,2019,4825051.79,73357.0,0.0,140
07,229,2020,5027259.84,56573.0,0.0,130
07,229,2021,6577808.0,74725.0,0.0,191
07,229,2022,6458198.75,83636.0,0.0,177
07,229,2023,6888961.92,91648.0,0.0,180
07,232,2014,1476833.25,2751973.0,0.0,134
07,232,2015,2394519.15,5295200.0,0.0,98
07,232,2016,1227688.2,2542240.0,0.0,106
07,232,2017,1986722.1400000001,2845604.0,0.0,168
07,232,2018,2022226.92,4281400.0,0.0,168
07,232,2019,2022035.96,3985167.0,0.0,156
07,232,2020,3154116.5,5450378.0,0.0,123
07,232,2021,4893683.17,6338303.0,0.0,216
07,232,2022,3946487.8,5518093.0,0.0,162
07,232,2023,4474266.15,8476461.0,0.0,229
07,233,2014,3298006.09,4023946.0,0.0,189
07,233,2015,2342386.2,3621941.0,0.0,148
07,233,2016,2896157.05,2881251.0,0.0,172
07,233,2017,3185566.7,2478897.0,0.0,212
07,233,2018,4608235.7700000005,2842328.0,0.0,235
07,233,2019,4186737.43,3654930.0,0.0,247
07,233,2020,3464104.37,2956605.0,0.0,184
07,233,2021,5296383.4799999995,3327608.0,0.0,272
07,233,2022,4898206.13,2703085.0,0.0,279
07,233,2023,4580064.15,3311987.0,0.0,238
07,239,2014,115539.25,443156.0,0.0,19
07,239,2015,149316.16,1135246.0,0.0,25
07,239,2016,418659.58999999997,1427927.0,0.0,23
07,239,2017,120346.93,706882.0,0.0,24
07,239,2018,799712.9,3844957.0,0.0,44
07,239,2019,197084.0,562624.0,0.0,17
07,239,2020,273850.08,867298.0,0.0,28
07,239,2021,379087.0,1632875.0,0.0,32
07,239,2022,443557.7,1452399.0,0.0,34
07,239,2023,709232.26,3426653.0,0.0,42
07,2311,2014,3016026.13,496184.0,0.0,80
07,2311,2015,2509271.34,421007.0,0.0,76
07,2311,2016,3611770.6,541714.0,0.0,104
07,2311,2017,3910051.93,691711.0,0.0,110
07,2311,2018,5416325.8,1389664.0,0.0,121
07,2311,2019,4078622.79,624047.0,0.0,94
07,2311,2020,3402560.0,371222.0,0.0,81
07,2311,2021,3758911.4,712404.0,0.0,110
07,2311,2022,5432656.4,946523.0,0.0,144
07,2311,2023,5558982.1,621614.0,0.0,108
07,2312,2014,1758245.1400000001,339351.0,0.0,71
07,2312,2015,1210247.6199999999,444718.0,0.0,80
07,2312,2016,950793.22,473007.0,0.0,58
07,2312,2017,1352361.1,409805.0,0.0,73
07,2312,2018,1618055.8,757737.0,0.0,79
07,2312,2019,1466714.51,507475.0,0.0,92
07,2312,2020,1468778.05,554722.0,0.0,82
07,2312,2021,1246545.01,421605.0,0.0,91
07,2312,2022,1864487.62,544439.0,0.0,114
07,2312,2023,1718680.07,603673.0,0.0,79
07,2313,2014,13807120.44,2089889.0,0.0,444
07,2313,2015,13563651.23,2311596.0,0.0,440
07,2313,2016,13934300.29,3042373.0,0.0,471
07,2313,2017,19842116.59,3599792.0,0.0,554
07,2313,2018,15175995.26,2960124.0,0.0,488
07,2313,2019,18019842.92,3185258.0,0.0,535
07,2313,2020,14933094.15,3118985.0,0.0,463
07,2313,2021,15786889.44,3128044.0,0.0,477
07,2313,2022,20531658.31,4179016.0,0.0,648
07,2313,2023,23764849.099999998,3562101.0,0.0,567
07,2319,2014,91624.5,145457.0,0.0,4
07,2319,2015,270783.5,191076.0,0.0,4
07,2319,2016,248500.0,247059.0,0.0,10
07,2319,2017,11016.0,46164.0,0.0,3
07,2319,2018,12865.0,95214.0,0.0,4
07,2319,2019,33995.0,155587.0,0.0,5
07,2319,2020,9144.0,42844.0,0.0,3
07,2319,2021,77500.0,63786.0,0.0,7
07,2319,2022,27100.0,79644.0,0.0,4
07,2319,2023,26100.0,99717.0,0.0,4
08,14,2014,8895375.96,1145136.0,69849.0,56
08,14,2015,11362330.18,325774.0,30893.0,51
08,14,2016,12275313.32,200084.0,33645.0,36
08,14,2017,15179902.84,189311.0,22064.0,83
08,14,2018,7560957.78,206626.0,56538.0,47
08,14,2019,11209662.82,943218.0,48311.0,63
08,14,2020,11884628.8,250757.0,59100.0,62
08,14,2021,31420675.2,1251624.0,34005.0,45
08,14,2022,6269832.03,84912.0,20708.0,49
08,14,2023,20108365.52,212816.0,45550.0,60
08,20,2014,2010532.95,1844946.0,0.0,67
08,20,2015,2227632.43,2582502.0,0.0,52
08,20,2016,1938713.93,1892005.0,0.0,44
08,20,2017,2104594.19,2403741.0,0.0,50
08,20,2018,2535928.3,2713489.0,0.0,57
08,20,2019,4028457.29,1589158.0,0.0,49
08,20,2020,2974340.12,1933317.0,0.0,55
08,20,2021,4990987.74,4736484.0,0.0,93
08,20,2022,1905172.54,896124.0,0.0,54
08,20,2023,9565576.34,9681663.0,0.0,74
08,21,2014,3685019.98,218231.0,0.0,65
08,21,2015,3013586.74,391528.0,0.0,71
08,21,2016,3133680.85,120969.0,0.0,78
08,21,2017,5061605.850000001,222885.0,0.0,114
08,21,2018,2677653.31,78509.0,0.0,64
08,21,2019,3689340.23,99239.0,0.0,69
08,21,2020,3554478.89,117662.0,0.0,86
08,21,2021,3824299.21,132081.0,0.0,82
08,21,2022,4324738.5,150063.0,0.0,76
08,21,2023,2616740.58,143111.0,0.0,57
08,101,2014,783000.0,2135.0,0.0,1
08,101,2017,901593.6,5365.0,0.0,2
08,101,2020,4452000.0,10628.0,0.0,1
08,101,2021,136750.0,80441.0,0.0,1
08,102,2014,149000.0,69.0,61.0,2
08,102,2015,315001.0,4915.0,187.0,4
08,102,2016,772414.0,12000.0,79.0,5
08,102,2017,992500.0,2802.0,836.0,7
08,102,2018,244900.0,355.0,105.0,2
08,102,2019,1464190.1,1009.0,116.0,9
08,102,2020,541000.0,183.0,522.0,2
08,102,2021,1742478.16,534.0,698.0,4
08,102,2022,469700.0,184.0,223.0,6
08,102,2023,11879982.0,2185.0,199.0,6
08,110,2016,15000.0,126.0,0.0,1
08,111,2014,65701037.25,998702.0,62418.0,632
08,111,2015,67903901.57,1365245.0,64930.0,658
08,111,2016,74091270.46,1290606.0,76259.0,755
08,111,2017,88714438.94,3169736.0,79177.0,791
08,111,2018,88036918.8,1627650.0,83169.0,836
08,111,2019,94353236.57,1337584.0,90362.0,895
08,111,2020,94989823.05,2171762.0,88597.0,897
08,111,2021,118461989.89,2347919.0,105164.0,1051
08,111,2022,125045946.62,1602722.0,104332.0,1043
08,111,2023,110155924.84,1372727.0,88999.0,898
08,112,2014,7453570.9399999995,135688.0,8486.0,25
08,112,2015,2128589.47,48686.0,4551.0,24
08,112,2016,2666100.0,48528.0,4717.0,24
08,112,2017,1112534.0,26465.0,2346.0,13
08,112,2018,3614550.0,134681.0,6923.0,26
08,112,2019,4093400.0,125046.0,7698.0,37
08,112,2020,3152773.07,120302.0,6803.0,30
08,112,2021,3993575.0,922723.0,6506.0,30
08,112,2022,4732470.0,2689752.0,5097.0,22
08,112,2023,3820732.0,204134.0,4757.0,25
08,120,2014,1540878.0,4555.0,5689.0,8
08,120,2015,1096760.0,3760.0,2088.0,9
08,120,2016,1607500.0,26084.0,3217.0,12
08,120,2017,2346501.0,9289.0,5740.0,19
08,120,2018,2073400.0,9232.0,4519.0,20
08,120,2019,4269870.0,13332.0,9095.0,34
08,120,2020,3003200.0,8946.0,5335.0,23
08,120,2021,5882040.0,20343.0,12284.0,35
08,120,2022,4336562.0,47298.0,6738.0,32
08,120,2023,2788000.0,12013.0,5485.0,19
08,121,2014,2126773.0,388.0,2140.0,28
08,121,2015,3143300.0,4476.0,3268.0,41
08,121,2016,2367375.0,2930.0,2938.0,41
08,121,2017,3590530.0,3215.0,4147.0,52
08,121,2018,2937555.0,3631.0,2890.0,39
08,121,2019,3812281.0,649.0,3723.0,48
08,121,2020,2716712.0,18734.0,2723.0,38
08,121,2021,4056643.0,2720.0,3913.0,49
08,121,2022,4484791.0,2686.0,4625.0,67
08,121,2023,3138400.0,5923.0,2795.0,40
08,122,2014,735600.0,13012.0,1425.0,9
08,122,2015,1512300.0,53489.0,2668.0,17
08,122,2016,1540000.0,17533.0,2145.0,15
08,122,2017,1519300.0,16757.0,2294.0,17
08,122,2018,1386500.0,11025.0,2408.0,17
08,122,2019,1236920.0,4717.0,2167.0,15
08,122,2020,1041256.0,5854.0,1878.0,12
08,122,2021,1797592.0,21197.0,2872.0,19
08,122,2022,2876233.33,37568.0,3323.0,23
08,122,2023,1284000.0,4272.0,2017.0,16
08,131,2014,658692.3,609297.0,0.0,49
08,131,2015,441100.0,22454.0,0.0,33
08,131,2016,438750.0,18387.0,0.0,37
08,131,2017,785869.55,58078.0,0.0,45
08,131,2018,538300.0,30931.0,0.0,38
08,131,2019,672673.2,36326.0,0.0,35
08,131,2020,506169.0,94795.0,0.0,44
08,131,2021,588900.0,18642.0,0.0,38
08,131,2022,561218.0,50428.0,0.0,35
08,131,2023,332055.0,43866.0,0.0,38
08,132,2014,249500.0,7572.0,0.0,12
08,132,2015,403800.0,143672.0,0.0,9
08,132,2016,78710.8,4911.0,0.0,4
08,132,2017,378700.0,3985.0,0.0,11
08,132,2018,545600.0,573284.0,0.0,11
08,132,2019,159000.0,2813.0,0.0,7
08,132,2020,120011.0,1837.0,0.0,9
08,132,2021,255344.8,14716.0,0.0,15
08,132,2022,670501.0,16619.0,0.0,23
08,132,2023,600800.0,9938.0,0.0,16
08,151,2014,5160000.0,437692.0,1566.0,4
08,151,2015,546000.0,19865.0,838.0,3
08,151,2016,122820482.0,704579.0,161009.0,11
08,151,2017,77000.0,49.0,302.0,1
08,151,2018,594760.0,19850.0,5192.0,6
08,151,2019,246500.0,2924.0,875.0,4
08,151,2020,946000.0,6652.0,2267.0,5
08,151,2021,430000.0,8309.0,605.0,3
08,151,2022,979500.0,4932.0,2083.0,8
08,151,2023,815115.0,14573.0,4068.0,6
08,152,2014,2863200.0,31072.0,14689.0,31
08,152,2015,15919789.08,913816.0,17612.0,31
08,152,2016,243916300.0,1026423.0,186281.0,27
08,152,2017,4986300.0,61979.0,11042.0,35
08,152,2018,4791790.0,54205.0,9550.0,43
08,152,2019,7102121.0,806766.0,24221.0,57
08,152,2020,5539200.0,26917.0,14166.0,54
08,152,2021,8380105.0,159691.0,18555.0,54
08,152,2022,6728934.0,71000.0,16232.0,49
08,152,2023,13770421.0,171482.0,55762.0,64
08,221,2014,246042.25,28737.0,0.0,36
08,221,2015,391342.5,33844.0,0.0,41
08,221,2016,783980.5,50038.0,0.0,60
08,221,2017,1583316.67,33698.0,0.0,45
08,221,2018,643390.0,39482.0,0.0,53
08,221,2019,339148.7,34349.0,0.0,59
08,221,2020,503353.5,40303.0,0.0,61
08,221,2021,675198.0,48021.0,0.0,64
08,221,2022,672202.5,42025.0,0.0,66
08,221,2023,640407.5,44226.0,0.0,66
08,223,2014,75862.0,12561.0,0.0,2
08,223,2015,8000.0,5256.0,0.0,1
08,223,2016,12000.0,5114.0,0.0,1
08,223,2021,10580.0,1329.0,0.0,2
08,229,2014,2958345.18,53213.0,0.0,87
08,229,2015,1275271.15,79575.0,0.0,59
08,229,2016,1755322.56,93840.0,0.0,64
08,229,2017,1761487.88,57179.0,0.0,75
08,229,2018,679955.4,35055.0,0.0,59
08,229,2019,1535899.0,65632.0,0.0,72
08,229,2020,2406920.5300000003,72954.0,0.0,76
08,229,2021,2101717.0,70909.0,0.0,80
08,229,2022,2655373.75,35497.0,0.0,57
08,229,2023,2229352.42,91713.0,0.0,86
08,232,2014,1328230.29,1948565.0,0.0,113
08,232,2015,7216002.32,6506241.0,0.0,81
08,232,2016,953875.97,1986999.0,0.0,90
08,232,2017,2215276.49,3210885.0,0.0,113
08,232,2018,2922393.9,4351478.0,0.0,123
08,232,2019,1730310.26,2293420.0,0.0,103
08,232,2020,2084585.76,2392057.0,0.0,100
08,232,2021,1842220.97,1879235.0,0.0,95
08,232,2022,11083926.32,8557632.0,0.0,124
08,232,2023,804369.47,1425585.0,0.0,122
08,233,2014,184771.96,386549.0,0.0,18
08,233,2015,175614.47,85642.0,0.0,15
08,233,2016,143056.6,71520.0,0.0,15
08,233,2017,32720.0,21473.0,0.0,6
08,233,2018,154768.0,92157.0,0.0,15
08,233,2019,96405.0,39087.0,0.0,9
08,233,2020,323162.0,104789.0,0.0,15
08,233,2021,356667.0,137077.0,0.0,28
08,233,2022,128798.95,134947.0,0.0,18
08,233,2023,115438.0,48565.0,0.0,11
08,239,2014,83467.82,92574.0,0.0,2
08,239,2015,3400.0,25327.0,0.0,2
08,239,2016,208448.5,325602.0,0.0,6
08,239,2017,33340.0,74257.0,0.0,3
08,239,2018,7430.0,22554.0,0.0,1
08,239,2019,6500.0,13485.0,0.0,1
08,239,2020,76500.0,64499.0,0.0,2
08,239,2021,61915.0,72784.0,0.0,4
08,239,2022,5000.0,12801.0,0.0,1
08,239,2023,1450.0,6309.0,0.0,1
08,2311,2016,1500.0,570.0,0.0,1
08,2312,2014,387829.22,46251.0,0.0,32
08,2312,2015,175632.88,73899.0,0.0,29
08,2312,2016,278220.5,44502.0,0.0,31
08,2312,2017,131909.0,52966.0,0.0,22
08,2312,2018,142215.54,51238.0,0.0,22
08,2312,2019,219937.0,89976.0,0.0,29
08,2312,2020,306594.32,79409.0,0.0,32
08,2312,2021,370673.5,43983.0,0.0,33
08,2312,2022,696061.8200000001,97307.0,0.0,31
08,2312,2023,222982.0,33771.0,0.0,19
08,2313,2014,6060244.33,10192180.0,0.0,251
08,2313,2015,4697157.32,7804078.0,0.0,220
08,2313,2016,5442648.93,8403079.0,0.0,222
08,2313,2017,12709405.07,12395489.0,0.0,246
08,2313,2018,12893870.1,11382157.0,0.0,237
08,2313,2019,6693679.35,7417317.0,0.0,245
08,2313,2020,9589022.1,12203901.0,0.0,256
08,2313,2021,11014942.34,13337886.0,0.0,324
08,2313,2022,11752352.86,14250525.0,0.0,304
08,2313,2023,10482961.83,13089221.0,0.0,302
08,2319,2020,3500.0,6160.0,0.0,1
08,2319,2021,4000.0,5028.0,0.0,1
08,2319,2022,1067.6,2669.0,0.0,1
09,14,2014,3912517.5,119994.0,17501.0,23
09,14,2015,4971755.37,100978.0,15174.0,34
09,14,2016,8768668.67,633587.0,37035.0,43
09,14,2017,6628000.4,41428.0,16915.0,55
09,14,2018,6612106.62,71419.0,26355.0,43
09,14,2019,4954212.0,88496.0,17624.0,53
09,14,2020,11421329.5,885333.0,35502.0,57
09,14,2021,14515051.0,199536.0,35674.0,58
09,14,2022,11876554.89,638531.0,50673.0,66
09,14,2023,12529356.7,224655.0,24186.0,67
09,20,2014,2687907.66,3262564.0,0.0,103
09,20,2015,2050735.54,2333730.0,0.0,98
09,20,2016,2880521.95,3970641.0,0.0,99
09,20,2017,3738047.0,8705292.0,0.0,106
09,20,2018,3793259.22,4321212.0,0.0,92
09,20,2019,4515451.9399999995,5753325.0,0.0,123
09,20,2020,5478725.34,5833797.0,0.0,113
09,20,2021,5095367.16,4483615.0,0.0,178
09,20,2022,5140100.95,5543334.0,0.0,186
09,20,2023,4808636.3,5201645.0,0.0,139
09,21,2014,2112606.85,65564.0,0.0,46
09,21,2015,3719848.12,154727.0,0.0,72
09,21,2016,2357971.72,82668.0,0.0,54
09,21,2017,2008659.02,60851.0,0.0,52
09,21,2018,1279680.01,40212.0,0.0,30
09,21,2019,2791337.06,62856.0,0.0,62
09,21,2020,2947192.16,76106.0,0.0,71
09,21,2021,5177409.76,547374.0,0.0,97
09,21,2022,4535411.81,79192.0,0.0,84
09,21,2023,4433515.21,98512.0,0.0,73
09,101,2014,2043535.0,4113.0,0.0,1
09,101,2021,979440.0,0.0,0.0,5
09,101,2022,1960440.0,0.0,0.0,10
09,102,2014,75500.0,1213.0,0.0,2
09,102,2015,270002.0,678.0,170.0,2
09,102,2016,130000.0,536.0,120.0,1
09,102,2017,145000.0,21000.0,50.0,1
09,102,2018,300000.0,35.0,67.0,3
09,102,2019,493000.0,1510.0,404.0,3
09,102,2020,729930.77,243627.0,767.0,3
09,102,2021,6837600.0,0.0,0.0,1
09,102,2022,220000.0,2578.0,111.0,3
09,102,2023,376500.0,21.0,52.0,2
09,111,2014,64992031.95,4253679.0,49262.0,501
09,111,2015,70627028.96,3388559.0,53652.0,546
09,111,2016,74529730.41,4006637.0,58678.0,605
09,111,2017,90828746.82,4579178.0,71417.0,726
09,111,2018,87578874.9,3541766.0,67982.0,697
09,111,2019,93866334.55,2976475.0,72597.0,754
09,111,2020,109055768.65,3344476.0,82183.0,838
09,111,2021,140040572.43,4123566.0,98811.0,1027
09,111,2022,140787584.35,3788036.0,87781.0,891
09,111,2023,132550043.22,2785301.0,72280.0,743
09,112,2014,2909870.0,78605.0,3227.0,20
09,112,2015,11737609.0,598682.0,14979.0,31
09,112,2016,3886746.0,682973.0,6644.0,33
09,112,2017,4388778.0,571175.0,5286.0,35
09,112,2018,3052050.0,48845.0,3823.0,24
09,112,2019,6147335.0,419378.0,6823.0,37
09,112,2020,5822615.0,1004811.0,5555.0,28
09,112,2021,8835879.33,1057877.0,6470.0,36
09,112,2022,8466146.0,303079.0,7395.0,37
09,112,2023,5279018.86,144546.0,5379.0,37
09,120,2014,1024152.0,5495.0,1780.0,7
09,120,2015,1067950.0,2284.0,1926.0,7
09,120,2016,1716675.0,3949.0,3090.0,12
09,120,2017,2149290.0,4185.0,2749.0,12
09,120,2018,1152893.83,2381.0,2015.0,8
09,120,2019,2208509.0,5815.0,3741.0,13
09,120,2020,1570996.0,6041.0,1978.0,12
09,120,2021,3600184.45,48694.0,5048.0,24
09,120,2022,2901201.0,9791.0,4953.0,17
09,120,2023,3007485.0,658012.0,2876.0,13
09,121,2014,6815088.7,38.0,4443.0,101
09,121,2015,6218618.0,1247.0,3998.0,96
09,121,2016,6261936.77,1931.0,4049.0,96
09,121,2017,7470621.79,6879.0,5185.0,115
09,121,2018,5224028.0,9166.0,3499.0,94
09,121,2019,6597324.0,87.0,4381.0,108
09,121,2020,8589208.01,4614.0,5620.0,126
09,121,2021,12123126.1,24634.0,7713.0,161
09,121,2022,10888399.52,2775.0,5913.0,147
09,121,2023,11026216.0,510.0,5732.0,135
09,122,2014,1132990.32,6052.0,1700.0,13
09,122,2015,1333305.0,3203.0,1714.0,15
09,122,2016,1743490.0,15502.0,1919.0,14
09,122,2017,2770933.89,13729.0,3172.0,25
09,122,2018,2872772.0,169685.0,3415.0,25
09,122,2019,2267980.0,43866.0,3245.0,21
09,122,2020,2121250.0,123565.0,2743.0,20
09,122,2021,2007836.0,14721.0,2921.0,21
09,122,2022,2873167.0,11954.0,2476.0,21
09,122,2023,1999127.0,171033.0,2423.0,16
09,131,2014,852116.0,18049.0,0.0,37
09,131,2015,435161.0,10703.0,0.0,24
09,131,2016,683801.0,6144.0,0.0,27
09,131,2017,612350.0,12832.0,0.0,25
09,131,2018,694801.0,102596.0,0.0,32
09,131,2019,1171870.0,44967.0,0.0,25
09,131,2020,641500.0,9518.0,0.0,29
09,131,2021,573385.0,32954.0,0.0,28
09,131,2022,374796.0,15603.0,0.0,24
09,131,2023,823061.0,118101.0,0.0,34
09,132,2014,53000.0,379.0,0.0,2
09,132,2015,16500.0,0.0,0.0,1
09,132,2016,24500.0,6408.0,0.0,3
